index,review_index,study_id,study_name
5150,1504,STD-Kanyago-2013,Kanyago 2013
5151,1504,STD-Li-2010,Li 2010
5152,1504,STD-Li-2014,Li 2014
5153,1504,STD-Shenje-2016,Shenje 2016
5154,1504,STD-Tshimanga-2016,Tshimanga 2016
5155,1504,STD-Wang-2014,Wang 2014
5156,1504,STD-Wang-2017,Wang 2017
5157,1505,STD-Sheard-2009,Sheard 2009
5158,1506,STD-Hyde-2014,Hyde 2014
5159,1507,STD-Maestrini_x00a0_SILENCE-2018,Maestrini_x00a0_SILENCE 2018
5160,1508,STD-ZAP,ZAP
5161,1509,STD-Desjardins_x002d_Cr_x00e9_peau-2016,Desjardins_x002d_Cr_x00e9_peau 2016
5162,1509,STD-Leung-2015,Leung 2015
5163,1509,STD-Shatil-2013,Shatil 2013
5164,1509,STD-van-het-Reve-2014,van het Reve 2014
5165,1510,STD-Barnes-2013,Barnes 2013
5166,1510,STD-Djabelkhir-2017,Djabelkhir 2017
5167,1511,STD-Adamsen-2009,Adamsen 2009
5168,1511,STD-Husebo-2014,Husebo 2014
5169,1511,STD-May-2017,May 2017
5170,1512,STD-Carpenter-2015,Carpenter 2015
5171,1512,STD-Schultz-2012,Schultz 2012
5172,1512,STD-Shah-2014,Shah 2014
5173,1512,STD-Toumas_x002d_Shehata-2014,Toumas_x002d_Shehata 2014
5174,1513,STD-Catalano-1999,Catalano 1999
5175,1513,STD-Cordova-2012,Cordova 2012
5176,1513,STD-Fang-2010,Fang 2010
5177,1513,STD-Fosco-2013,Fosco 2013
5178,1513,STD-Prado-2012,Prado 2012
5179,1513,STD-Spirito-2011,Spirito 2011
5180,1513,STD-Spoth-1999a,Spoth 1999a
5181,1513,STD-Wolchik-2002,Wolchik 2002
5182,1514,STD-Chan-2010,Chan 2010
5183,1514,STD-Liu-2012,Liu 2012
5184,1514,STD-Ng-2011,Ng 2011
5185,1515,STD-Albala-2008,Albala 2008
5186,1515,STD-Baker-2016,Baker 2016
5187,1515,STD-Ball-2015,Ball 2015
5188,1515,STD-Breeze-2018,Breeze 2018
5189,1515,STD-Brimblecombe-2017,Brimblecombe 2017
5190,1515,STD-Cohen-2015,Cohen 2015
5191,1515,STD-Cornelsen-2017,Cornelsen 2017
5192,1515,STD-Cradock-2011,Cradock 2011
5193,1515,STD-Franckle-2018,Franckle 2018
5194,1515,STD-French-2010,French 2010
5195,1515,STD-Harnack-2016,Harnack 2016
5196,1515,STD-Hern_x00e1_ndez_x002d_Cordero-2014,Hern_x00e1_ndez_x002d_Cordero 2014
5197,1515,STD-Ng-2014b,Ng 2014b
5198,1515,STD-Peters-2016a,Peters 2016a
5199,1515,STD-Simons-2015,Simons 2015
5200,1515,STD-Tate-2012,Tate 2012
5201,1515,STD-Van-de-Gaar-2014,Van de Gaar 2014
5202,1516,STD-Kang-2009,Kang 2009
5203,1516,STD-Meyer-2016,Meyer 2016
5204,1517,STD-Treggiari-2011,Treggiari 2011
5205,1518,STD-Cam-2009,Cam 2009
5206,1519,STD-Ammar-2016,Ammar 2016
5207,1519,STD-Liu-2013,Liu 2013
5208,1520,STD-Siller-2013,Siller 2013
5209,1521,STD-NCT01169883,NCT01169883
5210,1522,STD-Rahimi-2014,Rahimi 2014
5211,1522,STD-Rockey-2014,Rockey 2014
5212,1523,STD-Cai-2016,Cai 2016
5213,1523,STD-Cho-2017,Cho 2017
5214,1523,STD-Kang-2009,Kang 2009
5215,1523,STD-Lee-2011,Lee 2011
5216,1523,STD-Lee-2016,Lee 2016
5217,1523,STD-Liu-2013,Liu 2013
5218,1523,STD-Wang-2015,Wang 2015
5219,1523,STD-Wang-2017,Wang 2017
5220,1524,STD-AlphaOmega-_x002d_-ALA,AlphaOmega _x002d_ ALA
5221,1524,STD-Bates-1978,Bates 1978
5222,1524,STD-EPOCH-2011,EPOCH 2011
5223,1524,STD-MARINA-_x002d_-Sanders-2011,MARINA _x002d_ Sanders 2011
5224,1524,STD-Sydney-Diet_x002d_Heart-1978,Sydney Diet_x002d_Heart 1978
5225,1524,STD-Vijayakumar-2014,Vijayakumar 2014
5226,1524,STD-WAHA-_x002d_-Ros-2016,WAHA _x002d_ Ros 2016
5227,1525,STD-Doyle-2017,Doyle 2017
5228,1525,STD-Lamers-2010,Lamers 2010
5229,1525,STD-Lee-2015,Lee 2015
5230,1526,STD-Green-2010,Green 2010
5231,1526,STD-Green-2015,Green 2015
5232,1526,STD-H_x00f8_ivik-2015,H_x00f8_ivik 2015
5233,1526,STD-Lam_x002d_Cassettari-2015,Lam_x002d_Cassettari 2015
5234,1526,STD-Platje-2018,Platje 2018
5235,1527,STD-Hassan-2016,Hassan 2016
5236,1527,STD-Kwiatkowski-2021,Kwiatkowski 2021
5237,1527,STD-Vichinsky-2007,Vichinsky 2007
5238,1528,STD-Covelli-2016,Covelli 2016
5239,1529,STD-Wang-2016a,Wang 2016a
5240,1530,STD-Campos-2013,Campos 2013
5241,1531,STD-Dei-Cas-2017,Dei Cas 2017
5242,1531,STD-Del-Prato-2015,Del Prato 2015
5243,1531,STD-Hollander-2017,Hollander 2017
5244,1531,STD-Home-2009,Home 2009
5245,1531,STD-Leiter-2015,Leiter 2015
5246,1531,STD-Nauck-2013,Nauck 2013
5247,1531,STD-Ridderstr_x00e5_le-2014,Ridderstr_x00e5_le 2014
5248,1531,STD-Ristic-2007,Ristic 2007
5249,1532,STD-Miller-2010,Miller 2010
5250,1532,STD-Ross-2007,Ross 2007
5251,1532,STD-Sun-2014,Sun 2014
5252,1533,STD-Betancourt-2014,Betancourt 2014
5253,1533,STD-Overbeek-2013,Overbeek 2013
5254,1533,STD-Pace-2013,Pace 2013
5255,1533,STD-Taussig-2010,Taussig 2010
5256,1534,STD-BRIGHT-2013,BRIGHT 2013
5257,1534,STD-Cooney-2015,Cooney 2015
5258,1534,STD-Kargar-Jahromi-2016,Kargar Jahromi 2016
5259,1534,STD-MESMI-2010,MESMI 2010
5260,1534,STD-McGillicuddy-2013,McGillicuddy 2013
5261,1534,STD-Reilly_x002d_Spong-2015,Reilly_x002d_Spong 2015
5262,1534,STD-Robinson-2014a,Robinson 2014a
5263,1534,STD-Robinson-2015,Robinson 2015
5264,1534,STD-Russell-2011,Russell 2011
5265,1534,STD-Welch-2013,Welch 2013
5266,1534,STD-Williams-2017,Williams 2017
5267,1534,STD-iDiD-2016,iDiD 2016
5268,1535,STD-BABY-HUG-2011,BABY HUG 2011
5269,1536,STD-SIT-2014,SIT 2014
5270,1536,STD-SWiTCH-2012,SWiTCH 2012
5271,1536,STD-TWITCH-2016,TWITCH 2016
5272,1537,STD-Alves-2011,Alves 2011
5273,1537,STD-Castro-2008,Castro 2008
5274,1537,STD-Terlikowski-2013,Terlikowski 2013
5275,1538,STD-Liu-2012,Liu 2012
5276,1538,STD-Liu-2014,Liu 2014
5277,1539,STD-Kim-2016,Kim 2016
5278,1539,STD-Montorsi-2014,Montorsi 2014
5279,1540,STD-Juthani_x002d_Mehta-2015,Juthani_x002d_Mehta 2015
5280,1540,STD-Zimmerman-2020,Zimmerman 2020
5281,1541,STD-James-2020,James 2020
5282,1541,STD-Markkula-2019,Markkula 2019
5283,1541,STD-Panter_x002d_Brick-2018,Panter_x002d_Brick 2018
5284,1541,STD-Richards-2014,Richards 2014
5285,1542,STD-Ho-2008,Ho 2008
5286,1542,STD-Lee-2015,Lee 2015
5287,1542,STD-Lim-2011,Lim 2011
5288,1542,STD-Liu-2016,Liu 2016
5289,1542,STD-Shapiro-2009,Shapiro 2009
5290,1542,STD-Taylor-2019,Taylor 2019
5291,1543,STD-Hale-2016,Hale 2016
5292,1543,STD-Lingler-2016,Lingler 2016
5293,1543,STD-Marek-2013,Marek 2013
5294,1543,STD-Truelove-2015,Truelove 2015
5295,1543,STD-Williams-2012,Williams 2012
5296,1543,STD-Young-2016,Young 2016
5297,1544,STD-Liu-2013,Liu 2013
5298,1544,STD-Moojen-2013,Moojen 2013
5299,1545,STD-Gupta-2017,Gupta 2017
5300,1545,STD-Hegarty-2013,Hegarty 2013
5301,1545,STD-Vakily-2017,Vakily 2017
5302,1546,STD-Almeida-2013,Almeida 2013
5303,1546,STD-Arkkukangas-2015,Arkkukangas 2015
5304,1546,STD-Barker-2016,Barker 2016
5305,1546,STD-Clegg-2014,Clegg 2014
5306,1546,STD-Clemson-2012,Clemson 2012
5307,1546,STD-Dangour-2011,Dangour 2011
5308,1546,STD-Duque-2013,Duque 2013
5309,1546,STD-El_x002d_Khoury-2015,El_x002d_Khoury 2015
5310,1546,STD-Gill-2016,Gill 2016
5311,1546,STD-Gschwind-2015,Gschwind 2015
5312,1546,STD-LaStayo-2017,LaStayo 2017
5313,1546,STD-Logghe-2009,Logghe 2009
5314,1546,STD-Lurie-2013,Lurie 2013
5315,1546,STD-Madureira-2007,Madureira 2007
5316,1546,STD-Merom-2016,Merom 2016
5317,1546,STD-Mirelman-2016,Mirelman 2016
5318,1546,STD-Morone-2016,Morone 2016
5319,1546,STD-Morrison-2018,Morrison 2018
5320,1546,STD-Sakamoto-2013,Sakamoto 2013
5321,1546,STD-Sherrington-2014,Sherrington 2014
5322,1546,STD-Uusi_x002d_Rasi-2015,Uusi_x002d_Rasi 2015
5323,1547,STD-Augestad-2013,Augestad 2013
5324,1547,STD-Beaver-2009,Beaver 2009
5325,1547,STD-Damude-2016,Damude 2016
5326,1547,STD-Emery-2016,Emery 2016
5327,1547,STD-Jefford-2016,Jefford 2016
5328,1547,STD-Juarez-2013,Juarez 2013
5329,1547,STD-Kimman-2011,Kimman 2011
5330,1547,STD-Kirshbaum-2017,Kirshbaum 2017
5331,1547,STD-Morrison-2018,Morrison 2018
5332,1547,STD-Murchie-2010,Murchie 2010
5333,1547,STD-Primrose-2014,Primrose 2014
5334,1547,STD-ROGY-2015,ROGY 2015
5335,1547,STD-Sobhani-2008,Sobhani 2008
5336,1547,STD-Sobhani-2018,Sobhani 2018
5337,1547,STD-Verschuur-2009,Verschuur 2009
5338,1547,STD-Wattchow-2006,Wattchow 2006
5339,1547,STD-Young-2013,Young 2013
5340,1548,STD-French-2014,French 2014
5341,1549,STD-Mauras-2012,Mauras 2012
5342,1549,STD-Prado-2012,Prado 2012
5343,1549,STD-Wilson-2010,Wilson 2010
5344,1550,STD-ANBL0032,ANBL0032
5345,1551,STD-Friedman-2008,Friedman 2008
5346,1552,STD-Hashemian-2016,Hashemian 2016
5347,1553,STD-Bourne-2008,Bourne 2008
5348,1553,STD-Mistraletti-2015,Mistraletti 2015
5349,1554,STD-Konvalinka-2006,Konvalinka 2006
5350,1555,STD-Broughton-2013,Broughton 2013
5351,1555,STD-Family-Spirit-Trial-2012,Family Spirit Trial 2012
5352,1555,STD-HCSF-1-2007,HCSF 1 2007
5353,1555,STD-HCSF-2-2017,HCSF 2 2017
5354,1555,STD-Johnston-2010,Johnston 2010
5355,1555,STD-Quissell-2014,Quissell 2014
5356,1555,STD-Walkup-2009,Walkup 2009
5357,1556,STD-ARTS_x002d_HF-2015,ARTS_x002d_HF 2015
5358,1556,STD-EVEREST-2005,EVEREST 2005
5359,1557,STD-CASH-2014,CASH 2014
5360,1557,STD-Choi-2015,Choi 2015
5361,1558,STD-Carson-2016,Carson 2016
5362,1558,STD-Curtis-2016,Curtis 2016
5363,1558,STD-Fleischer-2014,Fleischer 2014
5364,1559,STD-Khan-2011,Khan 2011
5365,1559,STD-McAlister-2005,McAlister 2005
5366,1560,STD-Baldassarre-2014,Baldassarre 2014
5367,1561,STD-Geetha-2014,Geetha 2014
5368,1561,STD-Rigo-2017,Rigo 2017
5369,1562,STD-NPT-1982,NPT 1982
5370,1562,STD-Yusuf-1980,Yusuf 1980
5371,1563,STD-Hempenius-2013,Hempenius 2013
5372,1563,STD-Kennie-1988,Kennie 1988
5373,1563,STD-Prestmo-2015,Prestmo 2015
5374,1563,STD-Stenvall-2007,Stenvall 2007
5375,1564,STD-Brakenridge-2016,Brakenridge 2016
5376,1564,STD-Edwardson-2018,Edwardson 2018
5377,1564,STD-Gibbs-2018,Gibbs 2018
5378,1564,STD-Graves-2015,Graves 2015
5379,1564,STD-Healy-2016,Healy 2016
5380,1564,STD-Parry-2015,Parry 2015
5381,1565,STD-Grey-2009,Grey 2009
5382,1565,STD-Hickman-2015,Hickman 2015
5383,1565,STD-Kashikar_x002d_Zuck-2012,Kashikar_x002d_Zuck 2012
5384,1565,STD-Levy-2010,Levy 2010
5385,1565,STD-Li-2016,Li 2016
5386,1565,STD-Sharma-2017,Sharma 2017
5387,1565,STD-Wei-2017,Wei 2017
5388,1566,STD-Law-2015,Law 2015
5389,1566,STD-Newcombe-2012,Newcombe 2012
5390,1566,STD-Palermo-2009,Palermo 2009
5391,1566,STD-Palermo-2016a,Palermo 2016a
5392,1567,STD-EFECTL-2017,EFECTL 2017
5393,1567,STD-HIJ_x002d_PROPER-2017,HIJ_x002d_PROPER 2017
5394,1567,STD-Liu-2017,Liu 2017
5395,1567,STD-Wang-2016,Wang 2016
5396,1567,STD-Wang-2017,Wang 2017
5397,1567,STD-West-2011,West 2011
5398,1568,STD-ISAR_x002d_PEBIS,ISAR_x002d_PEBIS
5399,1569,STD-Edbrooke-2022,Edbrooke 2022
5400,1569,STD-von-Gruenigen-2008,von Gruenigen 2008
5401,1570,STD-Pace-2019,Pace 2019
5402,1571,STD-Costa-2017,Costa 2017
5403,1572,STD-Cheung-2014,Cheung 2014
5404,1572,STD-Cieslak-2016,Cieslak 2016
5405,1572,STD-Duchemin-2015,Duchemin 2015
5406,1572,STD-Klatt-2015,Klatt 2015
5407,1572,STD-Lebares-2018,Lebares 2018
5408,1572,STD-Sood-2014,Sood 2014
5409,1572,STD-Strijk-2011,Strijk 2011
5410,1572,STD-West-2014,West 2014
5411,1572,STD-Wild-2016,Wild 2016
5412,1573,STD-Chitapanarux-2010,Chitapanarux 2010
5413,1573,STD-Chopra-2015,Chopra 2015
5414,1573,STD-Emami-2014,Emami 2014
5415,1573,STD-Huddart-2013,Huddart 2013
5416,1574,STD-Kwok-2013,Kwok 2013
5417,1575,STD-Arnold-2016,Arnold 2016
5418,1575,STD-Brown-2016,Brown 2016
5419,1576,STD-Adamo-2017a,Adamo 2017a
5420,1576,STD-Alhassan-2018a,Alhassan 2018a
5421,1576,STD-Crespo-2012a,Crespo 2012a
5422,1576,STD-De-Bock-2013a,De Bock 2013a
5423,1577,STD-Fitzgerald-2013,Fitzgerald 2013
5424,1577,STD-Kessler-2014,Kessler 2014
5425,1577,STD-Lee-2008,Lee 2008
5426,1577,STD-Lee-2009,Lee 2009
5427,1577,STD-Yang-2011,Yang 2011
5428,1577,STD-Zhao-2015,Zhao 2015
5429,1578,STD-Cai-2014,Cai 2014
5430,1578,STD-Cai-2017,Cai 2017
5431,1578,STD-Chen-2011,Chen 2011
5432,1578,STD-Hu-2015,Hu 2015
5433,1578,STD-Kim-2011a,Kim 2011a
5434,1578,STD-Kim-2011b,Kim 2011b
5435,1578,STD-Kong-2014,Kong 2014
5436,1578,STD-Li-2012,Li 2012
5437,1578,STD-Park-2012,Park 2012
5438,1578,STD-Park-2017,Park 2017
5439,1578,STD-Wang-2016,Wang 2016
5440,1578,STD-Wu-2008,Wu 2008
5441,1579,STD-Jago-2013,Jago 2013
5442,1579,STD-Williams-2019,Williams 2019
5443,1580,STD-Nikbakhsh-2016,Nikbakhsh 2016
5444,1580,STD-Wang-2015,Wang 2015
5445,1580,STD-Zhao-2014,Zhao 2014
5446,1581,STD-CheckMate-205,CheckMate 205
5447,1581,STD-Hatake-2016,Hatake 2016
5448,1582,STD-Beraha-2016_x002d_HD,Beraha 2016_x002d_HD
5449,1582,STD-Beraha-2016_x002d_LD,Beraha 2016_x002d_LD
5450,1582,STD-Garbutt-2010a,Garbutt 2010a
5451,1582,STD-Kumar-2020a,Kumar 2020a
5452,1582,STD-Morley-2018_x002d_LD,Morley 2018_x002d_LD
5453,1582,STD-Morley-2018_x002d_MD,Morley 2018_x002d_MD
5454,1583,STD-NPT-1982,NPT 1982
5455,1584,STD-Lau-2012,Lau 2012
5456,1584,STD-Pandejpong-2012,Pandejpong 2012
5457,1584,STD-Priest-2014,Priest 2014
5458,1584,STD-Stebbins-2011,Stebbins 2011
5459,1585,STD-Ardila-2015,Ardila 2015
5460,1585,STD-Boia-2019,Boia 2019
5461,1585,STD-Cosgarea-2016,Cosgarea 2016
5462,1585,STD-Harks-2015,Harks 2015
5463,1585,STD-Li-2015,Li 2015
5464,1585,STD-Pradeep-2014,Pradeep 2014
5465,1585,STD-Yek-2010,Yek 2010
5466,1586,STD-Brown-2014,Brown 2014
5467,1586,STD-Humbert-2013,Humbert 2013
5468,1586,STD-Luiza-2015,Luiza 2015
5469,1587,STD-Cunningham-2009,Cunningham 2009
5470,1588,STD-Bhat-2017,Bhat 2017
5471,1589,STD-Adu_x002d_Afarwuah-2015,Adu_x002d_Afarwuah 2015
5472,1589,STD-Ashorn-2015,Ashorn 2015
5473,1590,STD-Adu_x002d_Afarwuah-2016,Adu_x002d_Afarwuah 2016
5474,1590,STD-Ashorn-2015,Ashorn 2015
5475,1590,STD-Christian-2015,Christian 2015
5476,1590,STD-Hess-2015,Hess 2015
5477,1590,STD-Huybregts-2012,Huybregts 2012
5478,1590,STD-Luby-2018,Luby 2018
5479,1590,STD-Null-2018,Null 2018
5480,1590,STD-Olney-2018,Olney 2018
5481,1590,STD-Phuka-2008,Phuka 2008
5482,1590,STD-Siega_x002d_Riz-2014,Siega_x002d_Riz 2014
5483,1591,STD-Kreuzer-2012,Kreuzer 2012
5484,1591,STD-Martz-2018,Martz 2018
5485,1592,STD-Pande-2014,Pande 2014
5486,1593,STD-Calverley-2007,Calverley 2007
5487,1593,STD-Covelli-2016,Covelli 2016
5488,1593,STD-Ferguson-2016,Ferguson 2016
5489,1593,STD-Jones-2011,Jones 2011
5490,1593,STD-Kalberg-2016,Kalberg 2016
5491,1593,STD-Rennard-2009,Rennard 2009
5492,1593,STD-Tashkin-2012a,Tashkin 2012a
5493,1593,STD-Tashkin-2012a_x0026_b,Tashkin 2012a_x0026_b
5494,1593,STD-Tashkin-2012b,Tashkin 2012b
5495,1593,STD-Troosters-2016,Troosters 2016
5496,1594,STD-Bermejo-2017,Bermejo 2017
5497,1595,STD-Castro_x002d_Sanchez-2012,Castro_x002d_Sanchez 2012
5498,1595,STD-Jensen-2009,Jensen 2009
5499,1595,STD-Jensen-2016,Jensen 2016
5500,1596,STD-Zand-2012,Zand 2012
5501,1597,STD-Edalat_x002d_Nejad-2013,Edalat_x002d_Nejad 2013
5502,1597,STD-Giannaki-2013,Giannaki 2013
5503,1597,STD-Pooranfar-2014,Pooranfar 2014
5504,1597,STD-Reilly_x002d_Spong-2015,Reilly_x002d_Spong 2015
5505,1597,STD-SIESTA--2017,SIESTA  2017
5506,1597,STD-Silva-2017,Silva 2017
5507,1597,STD-Sun-2017,Sun 2017
5508,1597,STD-Williams-2017,Williams 2017
5509,1597,STD-Zou-2015,Zou 2015
5510,1598,STD-Alison-2019,Alison 2019
5511,1598,STD-Beeh-2014,Beeh 2014
5512,1598,STD-Blumenthal-2014,Blumenthal 2014
5513,1598,STD-Breyer-2010,Breyer 2010
5514,1598,STD-Chaplin-2017,Chaplin 2017
5515,1598,STD-Charususin-2018,Charususin 2018
5516,1598,STD-Curtis-2016,Curtis 2016
5517,1598,STD-Demeyer-2017,Demeyer 2017
5518,1598,STD-Holland-2017,Holland 2017
5519,1598,STD-Hornikx-2015,Hornikx 2015
5520,1598,STD-Jolly-2018,Jolly 2018
5521,1598,STD-Larson-2014,Larson 2014
5522,1598,STD-Mendoza-2015,Mendoza 2015
5523,1598,STD-Moy-2015a,Moy 2015a
5524,1598,STD-Nguyen-2009,Nguyen 2009
5525,1598,STD-Orme-2018,Orme 2018
5526,1598,STD-Schuz-2015,Schuz 2015
5527,1598,STD-Tabak-2014b,Tabak 2014b
5528,1598,STD-Troosters-2014,Troosters 2014
5529,1598,STD-Troosters-2018,Troosters 2018
5530,1598,STD-Tsai-2016,Tsai 2016
5531,1598,STD-Van-de-Bool-2017,Van de Bool 2017
5532,1598,STD-Wan-2017,Wan 2017
5533,1598,STD-Watz-2016,Watz 2016
5534,1598,STD-Watz-2017,Watz 2017
5535,1599,STD-Birgegard-2015,Birgegard 2015
5536,1599,STD-Hedenus-2014,Hedenus 2014
5537,1599,STD-Pronzato-2010,Pronzato 2010
5538,1599,STD-Smith-2003,Smith 2003
5539,1599,STD-Sweeney-1998,Sweeney 1998
5540,1599,STD-Tjulandin-2011,Tjulandin 2011
5541,1599,STD-Wilkinson-2006,Wilkinson 2006
5542,1600,STD-Berry-2014,Berry 2014
5543,1600,STD-Bryant-2011,Bryant 2011
5544,1600,STD-Croker-2012,Croker 2012
5545,1600,STD-Epstein-2015,Epstein 2015
5546,1600,STD-Ho-2016,Ho 2016
5547,1600,STD-Kirk-2012,Kirk 2012
5548,1600,STD-Larsen-2015,Larsen 2015
5549,1600,STD-Maddison-2011,Maddison 2011
5550,1600,STD-Maddison-2014,Maddison 2014
5551,1600,STD-O_x0027_Connor-2013,O_x0027_Connor 2013
5552,1600,STD-Rodearmel-2007,Rodearmel 2007
5553,1600,STD-Serra_x002d_Paya-2015,Serra_x002d_Paya 2015
5554,1600,STD-Taylor-2015,Taylor 2015
5555,1600,STD-Wake-2009,Wake 2009
5556,1600,STD-Wake-2013,Wake 2013
5557,1601,STD-Bachmann-2019,Bachmann 2019
5558,1601,STD-Fairall-2016,Fairall 2016
5559,1601,STD-Freund-2016,Freund 2016
5560,1601,STD-Gruffydd_x002d_Jones-2013,Gruffydd_x002d_Jones 2013
5561,1601,STD-Khan-2019,Khan 2019
5562,1601,STD-Salisbury-2018,Salisbury 2018
5563,1601,STD-Sandelowsky-2018,Sandelowsky 2018
5564,1601,STD-Thoonsen-2015,Thoonsen 2015
5565,1601,STD-Walters-2013,Walters 2013
5566,1601,STD-Zwar-2016,Zwar 2016
5567,1602,STD-Abu-Hashim-2013,Abu Hashim 2013
5568,1602,STD-Behnamfar-2014,Behnamfar 2014
5569,1602,STD-Orbo-2014_x002f_2016,Orbo 2014_x002f_2016
5570,1603,STD-Kim-2018,Kim 2018
5571,1603,STD-Richter-2015,Richter 2015
5572,1604,STD-Bowers-2015,Bowers 2015
5573,1604,STD-Gillespie-2014,Gillespie 2014
5574,1605,STD-Hui-2017,Hui 2017
5575,1606,STD-He-2017,He 2017
5576,1606,STD-Liu-2015,Liu 2015
5577,1606,STD-McManus-2018,McManus 2018
5578,1606,STD-Peiris-2019,Peiris 2019
5579,1606,STD-Prabhakaran-2019,Prabhakaran 2019
5580,1606,STD-Saleh-2018,Saleh 2018
5581,1606,STD-Tobe-2019,Tobe 2019
5582,1607,STD-Khan-2014,Khan 2014
5583,1607,STD-Wright-2013,Wright 2013
5584,1608,STD-Bower-2015,Bower 2015
5585,1608,STD-Chen-2010,Chen 2010
5586,1608,STD-Lee-2018,Lee 2018
5587,1608,STD-Moshirfar-2011a,Moshirfar 2011a
5588,1608,STD-Zhao-2015,Zhao 2015
5589,1609,STD-Chaccour_x00a0_2021,Chaccour_x00a0_2021
5590,1609,STD-Loha-2019,Loha 2019
5591,1609,STD-Pinder-2015,Pinder 2015
5592,1609,STD-Protopopoff-2018,Protopopoff 2018
5593,1609,STD-West-2014,West 2014
5594,1610,STD-Christie-2011,Christie 2011
5595,1610,STD-Daley-2005,Daley 2005
5596,1610,STD-Grey-2009,Grey 2009
5597,1610,STD-Hofsteenge-2014,Hofsteenge 2014
5598,1610,STD-Jelalian-2016,Jelalian 2016
5599,1610,STD-Kong-2014,Kong 2014
5600,1610,STD-Norman-2016,Norman 2016
5601,1610,STD-Patsopoulou-2017,Patsopoulou 2017
5602,1610,STD-Savoye-2007,Savoye 2007
5603,1610,STD-Vos-2011,Vos 2011
5604,1610,STD-Walpole-2013,Walpole 2013
5605,1611,STD-Bensdorp-2015,Bensdorp 2015
5606,1611,STD-Bhattacharya-2008,Bhattacharya 2008
5607,1611,STD-Goldman-2014,Goldman 2014
5608,1612,STD-Jiang-2021,Jiang 2021
5609,1613,STD-Fontaine-2010,Fontaine 2010
5610,1613,STD-Mannerkorpi-2010,Mannerkorpi 2010
5611,1614,STD-Hui-2016,Hui 2016
5612,1615,STD-Hoogendijk-2016,Hoogendijk 2016
5613,1615,STD-Imhof-2012,Imhof 2012
5614,1615,STD-Li-2010,Li 2010
5615,1615,STD-Melis-2008,Melis 2008
5616,1615,STD-Metzelthin-2013,Metzelthin 2013
5617,1615,STD-Spoorenberg-2018,Spoorenberg 2018
5618,1616,STD-Ahmed-2016,Ahmed 2016
5619,1616,STD-Grant-2008,Grant 2008
5620,1616,STD-McCarrier-2009,McCarrier 2009
5621,1616,STD-Ralston-2009,Ralston 2009
5622,1616,STD-Ross-2004,Ross 2004
5623,1616,STD-Tang-2013,Tang 2013
5624,1617,STD-Miki-2016,Miki 2016
5625,1618,STD-Goksu-2016,Goksu 2016
5626,1618,STD-Kang-2020,Kang 2020
5627,1619,STD-Kitzman-2010,Kitzman 2010
5628,1619,STD-McDiarmid-2020,McDiarmid 2020
5629,1619,STD-Mittal-2017,Mittal 2017
5630,1619,STD-SENIORS,SENIORS
5631,1619,STD-SUPPORT,SUPPORT
5632,1619,STD-Wang-2010,Wang 2010
5633,1620,STD-Chen-2012,Chen 2012
5634,1620,STD-Chen-2015,Chen 2015
5635,1620,STD-Lee-2007,Lee 2007
5636,1620,STD-Liu-2013,Liu 2013
5637,1621,STD-Vousden-2019,Vousden 2019
5638,1622,STD-Katz-2015,Katz 2015
5639,1622,STD-Vold-2016,Vold 2016
5640,1623,STD-M_x00fc_ller-2015,M_x00fc_ller 2015
5641,1624,STD-Azzopardi-2016,Azzopardi 2016
5642,1625,STD-Hofmeyr-2004,Hofmeyr 2004
5643,1626,STD-L_x00f3_pez-Turley-2017,L_x00f3_pez Turley 2017
5644,1627,STD-Castro-2014,Castro 2014
5645,1627,STD-Cheong-2015,Cheong 2015
5646,1627,STD-Wu-2014,Wu 2014
5647,1628,STD-Zhang-2012,Zhang 2012
5648,1629,STD-B_x0159_ezina-2021,B_x0159_ezina 2021
5649,1629,STD-Crothers-2021,Crothers 2021
5650,1629,STD-Fang-2021,Fang 2021
5651,1629,STD-Sarbagili-Shabat-2022,Sarbagili Shabat 2022
5652,1629,STD-Sokol-2020,Sokol 2020
5653,1630,STD-Fujiwara-2015,Fujiwara 2015
5654,1630,STD-Gao-2013,Gao 2013
5655,1630,STD-Hu-2014,Hu 2014
5656,1630,STD-Jordan-2016a,Jordan 2016a
5657,1630,STD-Kang-2020,Kang 2020
5658,1630,STD-Kaushal-2015,Kaushal 2015
5659,1630,STD-Kim-2015,Kim 2015
5660,1630,STD-Kim-2017,Kim 2017
5661,1630,STD-Kimura-2015,Kimura 2015
5662,1630,STD-Li-2019,Li 2019
5663,1630,STD-Ohzawa-2015,Ohzawa 2015
5664,1630,STD-Saito-2017,Saito 2017
5665,1630,STD-Schwartzberg-2015,Schwartzberg 2015
5666,1630,STD-Song-2017,Song 2017
5667,1630,STD-Sugawara-2019,Sugawara 2019
5668,1630,STD-Tanioka-2013,Tanioka 2013
5669,1630,STD-Weinstein-2016,Weinstein 2016
5670,1630,STD-Wenzell-2013,Wenzell 2013
5671,1630,STD-Yang-2017,Yang 2017
5672,1630,STD-Zhang-2018-_x0028_a_x0029_,Zhang 2018 _x0028_a_x0029_
5673,1630,STD-Zhang-2020,Zhang 2020
5674,1631,STD-Bakitas-2009,Bakitas 2009
5675,1631,STD-Bakitas-2015,Bakitas 2015
5676,1631,STD-Carson-2016,Carson 2016
5677,1631,STD-Edmonds-2010,Edmonds 2010
5678,1631,STD-El_x002d_Jawahri-2016,El_x002d_Jawahri 2016
